ML_Model,FeatureSet,Horizon_Days,Symbol,Baseline_RMSE,News_RMSE,News_Answers_RMSE
Elastic Net,Basic,1,NKE,0.8493725755463927,0.8442495971435675,0.8420966319152796
Elastic Net,Basic,1,NOW,5.623466131314318,5.661723382205022,5.714799952324706
Elastic Net,Basic,1,OMC,2.4077828490594655,2.40298094393434,2.407309794811651
Elastic Net,Basic,1,PEP,2.229216457671992,2.297231154535961,2.3191653014324087
Elastic Net,Basic,1,PYPL,1.6058630438872195,1.6061870288697788,1.6072406688210252
Elastic Net,Basic,1,RL,7.111712789655579,7.188803115704225,7.316095602735208
Elastic Net,Basic,1,SBUX,1.60775729846601,1.60546235458717,1.5673467143144528
Elastic Net,Basic,1,STLD,5.684441578923424,5.754237830530211,5.734124998358156
Elastic Net,Basic,1,SW,2.087050854947095,2.0583918157766594,2.045612434113664
Elastic Net,Basic,1,T,0.42474373499429946,0.43425753623759106,0.4321893193863028
Elastic Net,Basic,1,TGT,2.988825347654491,2.9738511984254057,2.9841856406959537
Elastic Net,Basic,1,TPR,5.343626580803372,5.425232490245019,5.428405608050727
Elastic Net,Basic,1,TSLA,12.757509020114558,12.818855154789805,12.912947133478534
Elastic Net,Basic,1,TTWO,6.235551451041942,6.2042867758958655,6.183677171761692
Elastic Net,Basic,1,V,11.89441269951056,12.00070380043153,12.244505978442431
Elastic Net,Basic,1,VMC,5.4844727346021145,5.570574841335386,5.621343577677287
Elastic Net,Basic,1,VST,4.411137678965295,4.429492123707605,4.441623530772239
Elastic Net,Basic,1,VTR,1.8277435046219717,1.8247728080883394,1.8153875209943913
Elastic Net,Basic,1,WBD,0.344315040199948,0.35170413759406033,0.3509622811289746
Elastic Net,Basic,1,WDAY,8.909421128823427,8.929779509858422,8.966369803306112
Elastic Net,Basic,1,WDC,29.963788178760055,29.92372121605643,29.91479888402388
Elastic Net,Basic,1,WEC,1.480571797224654,1.5210614005465737,1.5462910960731362
Elastic Net,Basic,1,WELL,3.467003871371364,3.5047707784295308,3.4696028996606647
Elastic Net,Basic,1,WFC,1.0581390906461434,1.085084079064795,1.122669144918607
Elastic Net,Basic,1,WMB,1.3121628943363481,1.3149385359325951,1.3154425541226993
Elastic Net,Basic,1,WMT,1.5009560767232828,1.529464715709577,1.5350777122382453
